"job_id","sim_id","seed","sim_seed","sim_key","grid_profile","nrep","nsample","p_train","method_preset","a_stage_model","fusion_mode","screen_method","sis_n","sis_rank","lambda_choice","glmnet_alpha","fdr_method","q_thresholds","fdr_scope","top_n","outcome_type","ygen_mode","b_inference","debias_max_targets","coop_rho","bootstrap_repeats","residualize","maaslin2_random_effect","maaslin2_normalization","maaslin2_transform","maaslin2_analysis_method","maaslin2_standardize","snr","n_pathways","TIE"
237,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",100,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
238,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",100,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
239,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",100,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
240,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",100,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
241,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
242,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
243,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
244,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
245,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
246,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
247,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
248,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
249,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
250,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
251,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
252,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
253,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
254,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
255,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
256,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
257,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
258,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
259,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
260,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
261,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
262,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
263,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
264,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
265,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
266,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
267,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
268,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
269,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
270,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
271,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
272,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","early","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
273,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
274,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
275,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
276,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
277,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
278,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
279,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
280,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
281,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
282,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
283,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
284,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
285,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
286,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
287,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
288,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","intermediate","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
289,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
290,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
291,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
292,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
293,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
294,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
295,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
296,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
297,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
298,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
299,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
300,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
301,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
302,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
303,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
304,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
305,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
306,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
307,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
308,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
309,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
310,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
311,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
312,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
313,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
314,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
315,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
316,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
317,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
318,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
319,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
320,4,100400,100400,"small_n||10|| 50||1||continuous||LM||2||30||1","small_n",10,50,1,"custom","lm","late","sis",200,"abs_a","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
321,1,100100,100100,"small_n||10|| 50||1||continuous||LM||1||10||1","small_n",10,50,1,"custom","lm","early","sis",50,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
322,2,100200,100200,"small_n||10|| 50||1||continuous||LM||1||30||1","small_n",10,50,1,"custom","lm","early","sis",50,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
323,3,100300,100300,"small_n||10|| 50||1||continuous||LM||2||10||1","small_n",10,50,1,"custom","lm","early","sis",50,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
